,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,perCapInc,blackPerCap,indianPerCap,AsianPerCap,OtherPerCap,HispPerCap,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,PersPerFam,PctFam2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctKidsBornNeverMar,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccMedVal,OwnOccQrange,RentMedian,RentQrange,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,ViolentCrimesPerPop
658,12551,2.61,0.64,97.97,0.78,1.44,14,23.66,10.56,10.49,100,44277,78.8,0.46,61.05,25.36,2.33,18.46,21223,20769,2400,10221,52463,29565,2.12,2.66,9.53,3.98,65.95,19.11,31.61,8.09,42.26,5.67,23.04,8.83,3.17,88.38,98.03,89.89,62.76,66.72,0.49,4.15,7.88,19.5,23.65,0.08,96.9,0.15,3.3,2.61,2.92,1.81,80,0.46,35.07,3,226,95.52,0,27.88,1971,0.46,0.12,97500,62600,373,156,22.6,20.3,12.5,1.92,70.27,50.3,67.67,88.11,4.8,2599.8,1.52,21.66
660,13597,2.47,1.76,95.02,2.76,2.02,9.71,20.6,9.8,17.98,100,55248,76.59,0.37,64.04,35.78,1.92,19.75,27183,19172,0,30577,11845,14689,1.73,2.81,10.5,2.54,64.2,14.35,30.6,6.77,46.09,5.31,26.48,7.65,3.01,88.9,99.47,90.49,47.66,61.62,0.98,11.5,18.96,22.36,30.46,0.79,89.82,0.61,3.39,2.47,2.7,1.73,83.23,0.65,38.77,3,208,96.36,0.48,20.19,1952,0.29,0.09,213500,71700,627,413,24.4,21.8,15,6.91,67.89,70.4,87.35,93.06,2.9,4770.2,6.56,188.13
661,12929,2.48,0.56,98.14,0.63,1.4,13.91,26.73,13.15,14.94,0,22955,67.68,0.48,35.85,32.32,14.04,20.19,11331,17670,3316,3410,6847,4273,16.3,8.95,28.49,10.35,53.06,25.87,22.49,20.76,21.43,11.18,29.06,14.66,3.07,65.43,67.32,68.02,51.62,60.18,2.01,6.29,7.78,19.76,37.43,0.16,94.11,0.72,5.04,2.46,2.61,2.29,55.51,1.82,46.22,3,328,94.08,1.22,37.5,1943,6.64,0.47,59800,28200,302,139,27.9,17.2,13.3,2.58,87.18,51.65,86.83,94.91,3.9,3318.2,2.15,169.44
662,196637,2.74,55.75,43.57,0.5,0.45,16.18,29.7,15.17,10.48,100,23270,77.64,0.91,29.46,26.94,10.83,12.77,12216,6719,6269,7230,9671,9703,22.68,9.01,24.97,8.79,59.11,9.73,30.65,12.48,28.01,10.91,36.89,15.27,3.27,57.38,66.54,58.36,72,75.56,10.76,27.12,40.73,50.3,56.58,0.28,96.72,0.45,7.57,2.64,2.78,2.46,60.21,6.2,45.98,3,7509,90.54,10.37,40.18,1965,7.47,0.57,54600,36700,290,200,28.8,21.8,14,1.02,82.08,54.94,84.57,93.26,112.9,1741.2,1.86,1424.74
663,41333,3.27,3.84,66,6.63,53.45,16.8,35.99,18.99,6.46,100,31889,84.65,0.44,22.62,18.64,12.24,11.69,11038,11670,10314,11956,7546,8029,14.28,18.49,37.27,8.28,64.44,24.07,18.72,21.83,17.57,9.92,39.83,14.51,3.65,69.33,78.29,69.02,59.98,62.26,5.59,21.36,33.83,44.08,54.7,6.3,53.11,14.45,16.47,3.17,3.1,3.24,47.07,21.61,65.45,2,581,95.61,1.72,21.86,1967,6.28,0.22,150800,55900,585,204,29,24.9,11.3,29.51,49.42,42.76,82.48,87.62,9.3,4433,2.57,658.05
664,15849,2.83,0.33,98.5,0.96,0.79,12.8,20.91,10.13,12.62,100,53058,80.14,0.84,62.41,27.79,2.83,15.81,24965,13080,12700,35409,7300,15559,1.8,2.91,11.13,3.98,64.35,15.26,36.1,5.3,45.96,4.42,24.88,7.6,3.13,88.6,96.4,88.43,51.25,62.69,0.03,14.61,16.57,22.47,34.13,0.66,92.35,0.43,2.63,2.77,2.82,2.35,90.71,0.43,19.74,3,212,96.36,1.89,54.72,1952,0.09,0.21,190900,127200,555,364,25.4,22.8,13.9,4.49,51.35,65.65,77.47,86.31,8.7,1817.1,2.45,82.38
665,15004,2.8,7.95,91.12,0.71,1.07,13.96,27.11,13.08,10.46,100,40216,83.16,0.47,46.18,27.49,4.18,16.83,15062,15250,15353,3370,31744,15101,4.15,6.81,21.62,2.91,68.22,23.96,21.85,16.5,23.37,9.19,28.62,9.82,3.29,81.06,94.04,87.36,64.68,70.49,1.63,2.2,10.99,10.99,12.09,0.04,95.64,0.52,5.96,2.8,3.07,2.1,78.99,1.4,38.14,3,395,93.13,2.53,35.44,1966,1.11,0,119600,59400,501,161,25.3,22.1,14.6,1.82,83.15,64.89,91.46,95.02,7,2156.5,1.47,281.76
667,24850,2.77,39.47,49.16,4.94,15.67,11.53,24.15,11.22,12.4,100,46758,80.51,0.68,44.2,27.46,5.71,13.31,25820,14500,7152,15917,10321,11594,8.42,7.9,19.9,5.32,66.2,17.42,33.03,13.79,37.53,9.05,34.27,13.33,3.23,69.19,83.68,69.97,63.43,67.48,7.55,14.63,23.34,32.92,42.13,3.63,73.86,6.88,9.02,2.75,2.91,2.49,64.67,6.44,46.97,3,440,95.32,2.5,35,1949,2.68,0.5,211100,218200,528,345,27.4,24.1,17.4,24.81,28.1,58.38,78.61,81.79,5.1,4870.3,15.52,623.55
668,182044,2.51,40.43,58.37,0.64,0.74,15.22,29.63,15.68,12.01,100,19779,69.08,0.34,27.28,28.83,15.5,19.55,9946,8015,10592,9861,5529,9876,26.53,10.74,31.66,10.39,51.62,18.62,25.98,17.69,21.74,15.52,38.43,19.24,3.1,49.22,51.14,48.38,49.49,58.68,10.87,12.24,18,29.36,35.99,0.18,96.11,0.37,6.17,2.41,2.47,2.35,52.22,2.96,54.84,2,7700,90.42,14.44,48.9,1946,8.83,0.55,43200,24400,253,149,29.3,17.8,13.7,1.43,67.44,51.74,85.18,91.36,57,3194.8,7.48,1629.43
669,68223,2.34,5.75,74.14,13.77,15.19,10.04,22.85,10.47,17.63,100,35681,73.38,0.54,46.1,33.34,5.49,25.21,17563,17918,16703,15409,13183,13156,4.98,7.34,20.55,5.29,60.33,15.25,19.19,14.19,24.07,11.69,28.48,14.5,2.92,72.16,88.16,71.62,63.08,71.51,1.46,11.7,19.24,29.95,38.85,2.01,75.81,3.99,4.44,2.33,2.47,2.13,62.07,5.19,56.73,2,1061,96.49,0.28,19.79,1956,1.73,0.25,193700,77200,608,216,26.7,24,11.7,17.18,54.37,55.58,84.61,91.77,13.6,5022.3,9.39,904.94
670,11708,2.78,10.13,88.55,0.67,1.51,13.63,28.19,11.61,6.59,100,34990,89.91,0,37.19,15.93,3.76,9.1,13698,10049,70001,15506,0,15885,4.04,8.09,21.56,3.64,74.76,35.31,17.36,19.96,27.84,9.07,22.61,13.02,3.16,79.63,91.8,81.54,75.05,77.18,1.6,3.66,18.32,21.61,30.77,0.09,96.58,0.29,2.58,2.75,2.91,2.39,72.53,2.02,37.1,3,266,94.07,0.38,15.79,1977,2.82,0.49,59700,33700,357,151,18.8,18.2,14.3,2.33,61.64,50.92,75.52,83.14,5.7,2046.9,0.16,153.93
671,13887,2.87,0.36,93.48,0.86,11.26,17.18,27.67,12.28,10.05,0,29784,77.47,0.37,34.2,24.65,6.95,29.63,11090,4947,5789,4071,9442,9120,11.94,3.44,22.66,10.08,57.91,28,14.8,18.67,20.51,10.77,23.34,12.26,3.33,75.35,76.16,84.84,58.87,72.05,1.96,15.06,15.06,15.06,15.06,0.26,92.46,0.65,8.85,2.85,2.94,2.56,77.03,3.43,35.45,3,348,93.29,7.47,45.11,1964,6.11,0.08,59800,24600,289,128,21.8,19.1,12,1.72,66.69,53.88,83.34,90.06,12.9,1079.2,0.89,198.28
672,12687,2.51,1.35,95.71,0.34,7.87,11.8,21.53,9.88,20.52,0,18423,62.23,0.72,39.3,40.98,7.98,21.74,10166,6427,9509,6628,6536,5438,18.95,11.46,25.18,9.17,43.99,9.09,26.44,10.48,25.79,13.88,21.76,14.14,2.86,69.97,79.56,82.05,64.22,73.12,0.72,5.62,17.67,17.67,17.67,0.11,95.24,0.38,3.7,2.26,2.32,2.14,67.45,1.88,53.32,2,550,90.19,1.27,39.27,1961,8.98,0.37,55800,27400,259,148,28.4,20.1,13.3,1.95,48.48,46.79,72.98,88.25,8.2,1554,0,223.06
673,22519,2.78,17.84,80.61,0.74,1.47,13.68,29.77,13.52,7.7,100,31448,83.78,1.07,36.9,19.08,5.11,17.56,12556,8097,9576,8062,10621,10655,9.83,5.7,16.7,4.22,67.32,15.27,24.27,13.39,29.23,8.42,24.87,12.9,3.16,77.21,81.77,76.71,61.53,67.8,2.84,7.33,13.11,16.44,21.56,0.15,95.9,0.64,3.97,2.73,2.98,2.35,65.22,3.04,39.92,3,731,91.73,3.28,39.12,1979,6.76,0.73,81000,48500,338,140,24.8,22.1,12.6,2,44.45,35.15,56.5,71.29,14.5,1558.2,0.18,699.98
674,12403,2.7,4.2,93.96,1.28,1.32,12.24,27.88,11.74,6.77,97.55,50598,89.8,0.79,59.68,15.66,1.1,11.26,21387,15712,59511,25288,8778,17448,1.55,2.15,6.44,3.06,72.13,19.38,28.85,6.11,45.68,6.84,29.44,8.88,3.09,86.83,95.81,85.08,45.3,58.9,0.36,14.87,18.46,25.09,32.62,0.67,94.19,0.22,3.73,2.64,2.89,2.04,77.28,0.59,32.67,3,299,93.9,0.67,27.76,1976,0.93,0,152500,65900,585,194,23,23,11.5,4.5,60.79,46.94,66.9,82.6,13.4,923.7,4.03,71.35
675,48718,2.51,19.03,73.65,3.07,14.16,10.76,24.85,11.54,13.51,100,44004,80.23,0.51,54.79,27.89,4.71,14.66,24330,13741,14630,21738,10654,11419,7.68,7.88,19.69,5.02,64.7,8.84,32.52,5.95,40.1,8.16,36.51,11.95,3.05,73.04,86.67,69.74,58.18,69.55,6.71,18.29,28.91,36.3,44.77,3.87,76.13,5.04,6.36,2.39,2.56,2.21,55.26,6.12,61.1,2,1282,93.81,0.94,36.19,1950,2.28,0.44,296000,151100,545,391,25.9,20.9,13.9,21.17,59.62,60.63,82.48,90.09,10.2,4794.1,18.8,366.34
676,23928,2.6,10.97,81.31,1.78,2.95,15.11,26.78,12.97,10.77,100,25550,77.79,0.49,36.38,25.08,5.89,24.54,11039,5615,7901,7640,8290,8498,14.87,5.45,23.07,7.85,60.32,13.92,17.46,17.35,18.64,11.39,24,15.99,3.05,69.81,75.57,72.9,61.81,72.65,3.78,5.03,7.69,11.98,19.08,0.14,94.79,0.99,4.03,2.59,2.54,2.7,66.59,3.95,42.86,3,1580,85.33,20.13,56.71,1964,4.78,0.81,43300,21700,285,150,27.3,17,11.8,2.83,64.04,58.27,87.31,92.22,7.8,3064.5,0.33,292.91
678,11714,2.08,12.05,87,0.67,0.94,9.8,37.64,14.54,5.19,100,31938,89.28,1.44,36.92,11.54,2.06,5.69,16915,12004,0,15394,4092,8486,4.88,2.84,8.27,3.2,81.4,8.19,29.72,5.55,39.37,10.66,33.4,14.37,2.87,76.08,88.68,65.1,74.97,80.31,2.21,15.65,25.17,30.61,36.73,0.2,96.76,0,1.8,2.07,2.73,1.72,45.92,1.39,64.35,2,516,91.6,0.39,13.37,1982,1.1,0.36,71900,27200,411,140,21.6,19.7,15.5,1.25,68.55,29.75,38.14,83.71,11.2,1049.6,0.47,252.9
680,15289,2.39,3.04,94.32,1.61,2.57,12.02,26.53,12.24,14.34,100,33026,77.52,0.55,53.05,30.49,4.15,18.83,15535,12685,20158,12488,9951,9075,6.09,6.37,17.6,3.63,66.51,13.64,29.65,7.85,34.24,9.61,34.91,13.68,3.11,73.72,77.46,82.65,62.89,71.74,2.4,21.32,27.37,29.99,33.98,1.01,93.11,1.13,5.06,2.38,2.76,1.92,62.83,1.47,50.43,2,335,95.03,0.3,33.73,1939,2.2,0.56,95200,41800,490,134,26.9,21.7,14.5,4.75,53.42,59.85,81.56,89.01,1.9,8070.6,14.45,408.98
681,26303,2.67,0.41,88.97,10.04,3.02,10.57,16.52,7.79,16.87,100,79579,79.23,0.86,79.08,29.12,2.84,21.12,37776,9399,62757,28003,21104,23462,1.23,1.07,4.3,2.87,63.88,29.5,31.03,2.12,59.63,5.48,22.63,8.86,2.94,90.37,93.08,86.53,61.92,67.39,0.17,7.31,11.25,18.68,22.43,0.96,84.56,1.01,2.77,2.63,2.68,2.29,89.4,1.06,18.14,3,270,97.33,0.74,25.19,1958,0,0.15,500001,0,1001,195,23.6,23.3,11.4,13.15,44.12,68.37,84.79,93.4,6.6,3985.3,1.49,105.84
682,11151,2.86,1.33,91.88,0.53,1.17,13.58,26.61,11.16,6.91,0,33000,81.59,1.67,39.54,18.61,4.71,12.71,12491,11133,9787,3281,9362,12280,8.57,5.53,15.96,3.92,68.09,18.83,19.64,11.93,23.34,7.71,19.04,11.15,3.21,82.35,91.21,84.63,62.74,69.55,1.17,5.79,18.18,23.97,23.97,0.06,97.66,0.25,3.34,2.81,2.97,2.41,75.83,1.95,27.89,3,316,92.51,5.38,53.16,1978,3.43,0,59400,20700,359,166,27.7,21,12.1,1.09,55.78,42.91,76.18,87.73,6.2,1793.9,0.1,145.47
683,50686,3.6,5.86,52.11,34.67,18.61,13.26,29.39,13.21,4.59,100,55730,92.55,0.77,43.89,11.41,7.01,12.52,17520,15339,9411,16529,13006,11426,4.9,7.41,19.05,4.86,68,41.3,13.63,14.27,29.83,10.77,35.3,12.98,3.63,80.2,89.53,80.31,69.66,74.75,3.73,15.11,24.9,37.36,51.83,4.65,58.98,6.95,12.96,3.37,3.36,3.38,69.5,16.16,37.63,3,366,97.47,1.37,10.93,1973,0.55,0.3,255600,110600,802,296,27.3,25.7,11.1,30.77,42.19,42.19,77.31,86.6,14.3,3556.4,3.02,327.36
684,16896,3.11,1.65,96.61,1.3,2.11,14.03,24.16,11.82,7.42,58.3,59967,88.98,0.44,60.84,17.18,1.71,12.62,21441,23150,59761,38986,9872,21273,2.09,4.04,10.87,4.25,72.06,22.96,22.42,7.63,37.78,4.48,26.74,6.54,3.38,91.06,98.82,92.94,51.52,65.45,0.3,1.65,2.37,2.37,6.17,0.09,90.41,0.83,5.34,3.1,3.16,2.55,92.65,0.59,17.17,3,170,96.96,2.35,35.88,1967,0.65,0.41,230600,92400,814,466,29.1,24.4,12.9,5.75,59.27,64,87.45,91.07,27.1,624.4,1.17,99.13
685,68183,3.01,1.9,94.96,2.66,2.71,14.45,24.87,12.42,10.6,99.52,54053,83.13,0.66,55.44,26.88,3.38,17.24,21882,13085,14323,25028,9750,20620,2.43,4.77,15.09,4.65,65.6,11.82,23.89,8.56,36.59,4.62,28.96,7.11,3.34,88.81,95.31,88.45,51.61,63.71,0.74,6.01,8.8,16.2,20.82,0.42,90.98,0.8,5.46,2.95,3.09,2.19,88.57,0.98,27.7,3,858,96.35,2.56,39.28,1965,0.36,0.17,187700,112400,625,390,28.1,23.6,15.9,6.98,55.66,66.86,82.7,89.01,42.6,1600.5,9.72,68.68
686,48404,2.39,2.94,83.48,5.5,14.36,10.41,24.63,11.92,12.27,100,41922,77.68,0.97,54.64,24.16,5.21,16.35,24230,15665,15034,17163,7174,9180,8.08,5.82,11.04,4.77,65.22,8.28,26.05,7.58,38.08,11.39,36.18,16.53,2.85,71.14,83.89,72.96,63.6,70.1,3.22,24.35,36.31,46.38,55,5.2,76.17,7.78,4.77,2.31,2.38,2.24,55.95,5.93,54.01,2,844,96.01,0.83,16,1963,1.42,0.31,342700,168900,691,304,31.9,24,12,21.36,44.63,45.43,71.92,85.78,17.2,2816.8,12.1,560.45
687,515342,3.21,3.44,76.87,1.16,69.02,17.84,31.16,15.53,8,99.97,23460,80.77,0.6,27.54,21.77,9.74,16.12,9603,9929,8115,9542,6371,6538,25.32,22.23,34.67,9.85,55.19,16.73,24.39,16.24,25.83,8.69,31.32,14.05,3.63,72.19,79.82,73.7,51.2,57.49,3.76,13.59,20.12,26.73,35.26,3.18,33.31,14.73,12.4,3.17,3.32,2.97,60.32,14.01,43.94,3,8080,95.21,5.24,29.26,1970,8.62,0.92,58500,33300,303,170,26.1,20.6,12,23.37,51.27,52.51,81.68,84.6,254.2,2027.3,3.13,1035.05
688,14544,3.12,0.5,98.95,0.41,0.45,14.68,26.18,12.59,6.83,42.9,46932,87.62,0.63,43.92,21.69,5.15,14.26,16531,18717,44307,14902,11354,8268,4.11,2.4,12.83,7.29,71.19,12.07,22.41,9.33,26.51,6.02,28.45,8.93,3.45,86.9,96.95,80.97,63.78,70.73,0.68,3.12,5.97,5.97,7.79,0.08,95.89,0.23,6.57,3.09,3.22,2.1,92.49,1.2,24.3,3,215,95.6,3.72,48.84,1967,0.75,0.02,161000,63900,440,542,26.4,24.1,13.6,2.65,85.98,67.62,86.77,97.3,22.6,642.6,1.79,303.91
689,34882,2.32,4.46,94.67,0.72,0.3,12.56,21.79,11.29,19.51,100,21053,64.58,0.28,42.28,40.6,8.21,21.03,12665,7068,1323,13424,0,7067,16.91,11.51,25.28,6.66,52.57,11.58,31.84,14.07,28.82,9.47,29.65,12.57,2.94,69.05,75.14,70.2,64.36,68.78,3.23,6.93,8.88,9.77,10.83,0.11,95.57,0.49,3.25,2.24,2.47,1.88,67.5,1.09,50.72,2,2090,87.8,5.84,66.89,1939,8.11,0.67,47000,36800,207,139,26.5,16.9,11.8,1.61,74.43,62.6,86.35,90.85,14.3,2440.7,4.19,534.04
690,13371,2.81,0.43,98.98,0.28,0.81,13.4,26.28,12.2,12.41,76.34,36634,77.89,0.7,46.36,30.12,7.06,16.28,14159,16163,9355,10507,42000,14186,5.86,10.5,26.99,7.65,63.46,24.71,23.39,15.96,24.98,6.94,28.71,10.21,3.19,77.29,85.23,74.7,67.76,73.2,1.79,1.18,3.94,3.94,5.31,0.04,92.01,0.59,4.21,2.73,2.94,2.45,62.21,1.26,35.15,3,259,94.83,2.7,34.75,1944,1.58,0.22,142800,51700,456,224,26.6,20.9,13.4,3.8,78.78,57.59,89.18,94.12,17.8,750.7,0.25,674.75
691,14865,2.72,45.09,54.09,0.17,1.59,15.31,26.01,13,15.22,0,16574,68.33,1.01,24.65,34.29,20.81,14.71,9714,4283,7036,5704,5132,4399,34.5,23.43,45.64,7.72,51.85,26.48,24.1,24.48,22.06,11.62,32.43,17.6,3.19,48.56,46.97,46.76,60.04,66.85,7.42,4.67,37.33,43.33,43.33,0.05,96.79,0.31,7.22,2.61,2.57,2.66,52.31,6.16,46.1,3,555,90.8,3.96,46.85,1963,17.82,1.64,40100,32900,165,145,29.4,20.9,14.4,1.01,82.4,51.59,82.8,92.53,13.5,1097.9,0.39,1278.63
692,15414,2.89,9,80.73,0.54,4.62,13.12,24.56,11.15,12.7,0,22027,73.22,4.06,34.15,30.91,6.15,16.7,10161,5171,5008,3085,8582,8236,20.96,11.13,27.8,7.84,48.65,10.36,20.53,18.52,20.05,15.47,25.21,13.77,3.09,70.36,72.53,75.95,62.39,71.28,3.18,9.78,11.73,21.79,35.75,0.23,93.19,1.27,5.11,2.56,2.51,2.65,66.59,3.86,48.31,3,904,85.51,4.2,65.93,1956,12.05,0.48,38900,33100,230,145,29.2,18.7,13.3,2.32,64.82,46.55,74.01,84.71,82.5,186.8,0,509.56
693,24458,2.78,4.19,83.92,9.09,9.21,11.33,24.06,11.22,14.09,100,45713,81.97,0.36,54.39,32.46,3.68,19.12,18713,16165,12524,16890,13932,13643,3.34,7.11,17.66,5.04,66.85,17.81,22.03,9.64,28.97,5.49,30.08,8.43,3.21,83.53,93.49,88.74,59.66,70.84,0.86,10.78,18.91,28.19,37.86,2.22,75.82,3.39,5.82,2.77,2.97,2.3,76.03,3.35,39.9,3,236,97.39,0,29.66,1949,0.68,0.43,184000,49500,647,247,29.6,24.7,14.9,20.63,43.25,69.04,86.36,89.39,3,8160.3,11.71,151.91
694,11207,2.72,1.02,98.08,0.56,0.76,18.69,26.72,17.82,18.33,96.05,37044,74.18,0.84,67.67,36.68,1.74,19.63,21610,10037,0,20809,6000,8527,4.73,5.78,16.3,2.8,58.18,20.21,29.19,8.93,37.21,5.05,28.84,7.68,2.84,85.86,95.45,81.51,77.54,80.26,0.42,7.51,7.51,15.81,20.95,0.17,96.45,0.69,1.71,2.46,2.47,2.37,86.71,0.92,21.93,3,108,97.44,0.93,32.41,1949,0.27,0.05,87200,60200,354,202,21.5,18.2,11.8,2.26,74.33,58.46,82.14,89.77,6.9,1627.4,0.63,70.19
695,17400,2.89,6.37,64.08,21.41,13.59,11.63,30.68,14.01,11.27,100,33265,81.19,1.42,39.05,21.36,11.8,14.48,15365,15134,10324,14763,9884,9076,11.76,7.65,16.78,4.72,59.42,6.86,58.64,8.14,43.21,7.95,32.35,12.98,3.15,73.74,86.79,74.97,57.1,64.01,1.93,15.64,27.66,38.43,51.3,4.57,67.26,6.09,6.18,2.6,2.73,2.5,48.02,7.92,60.52,2,503,92.29,0.6,11.73,1975,3.84,0.61,153100,91600,470,200,25.7,23.6,12.7,29.22,36.4,28.06,60.85,79.87,7.2,2402,1.19,350.03
696,18519,2.82,0.88,94.55,3.47,1.81,26.99,48.06,34.73,6.61,0,19977,85.92,2.29,49.37,15.35,3.72,12.88,10204,2481,6283,7565,4444,8039,23.4,3.54,7.68,6.09,56.08,3.16,49.38,5.79,36.91,5.19,52.89,8.27,2.98,79.84,91.9,80.04,59.63,69.85,2.28,50.28,61.44,71.11,74.11,2.89,92.46,0.53,3.91,2.34,2.69,2.08,48.39,3.1,58.21,2,177,97.38,3.39,29.38,1965,3.18,0.5,70600,33400,273,115,29.4,16.9,11.4,5.76,36.57,27.53,46.98,71.72,5,3730.7,0.12,159.72
697,33574,2.63,2.61,93.35,1.24,5.18,13.51,26.06,12.5,8.28,100,37473,86.4,0.98,44.32,18.96,3.24,14.34,16621,8552,14690,11392,8882,9639,7.77,3.47,13.94,5.45,70.08,17.77,17.19,10.04,28.31,10.41,23.81,14.87,3.01,77.07,83.25,80.58,66.87,73.77,1.34,15.12,28.08,33.87,48.27,0.56,93.19,1,3.25,2.61,2.7,2.46,64.91,3.04,35.8,3,1022,92.59,0.1,30.72,1970,3.96,0.21,82800,41200,379,155,24.3,18.4,11.8,3.7,56.13,47.78,76.24,87.41,10.2,3283.8,0.1,860.27
698,57483,2.68,9.42,88.63,1.14,1.31,18.99,32.55,20.49,14.68,100,19118,68.85,0.54,35.76,36.02,9.56,19.04,10527,6296,5488,24202,71112,21286,20.43,8.83,27.66,8.33,50.05,16.38,28.97,16.45,23.68,12.68,38.56,14.75,2.98,65.58,69.92,69.32,61.94,68.92,2.78,31.9,40.17,46.14,60.6,0.8,95.26,0.72,4.05,2.32,2.41,2.17,64.53,2.18,63.13,2,2589,89.25,4.48,49.09,1939,10.43,0.63,32300,26000,224,112,27.4,16.6,12.9,2.5,74.16,48.43,76.15,88.35,28.7,2006.2,1.25,321.08
699,18923,3.27,2.48,72.5,1.15,69.1,17.07,29.52,14.1,8.05,0,22365,77.7,2.03,19.91,23.34,19.49,12.54,9408,8318,5295,13179,7222,6396,24.31,31.14,48.61,14.81,51.15,7.29,22.59,15.35,20.24,8.92,32.08,12.86,3.71,68.15,73.53,74.49,46.27,51.42,5.49,10.68,15.57,24.56,33.09,2.55,34.87,14.8,13.95,3.23,3.27,3.2,49.89,20.79,56.56,2,333,94.56,4.5,29.43,1964,8.46,2.47,73200,36700,285,176,26.6,21,12.4,23.86,60.05,52.49,85.86,92.43,5.1,3675.8,0.7,989.2
700,18334,2.67,1.11,96.77,0.52,3.41,14.69,25.82,13.07,13.19,100,34704,74.67,0.92,42.67,28.51,6.42,21.69,14458,10061,19869,35889,13138,11051,7.67,8.25,24.14,6.57,59.01,20.35,24.02,18.26,19.44,8.8,26.98,9.79,3.11,79.91,85.74,85.41,67.06,69.47,1.36,1.05,2.52,7.98,7.98,0.03,93.29,0.66,3.92,2.62,2.86,1.99,78.71,1.37,39.16,3,401,94.48,1.5,35.91,1963,1.4,0.29,72300,39600,324,88,23.3,16.8,13.2,2.6,80.99,62.66,87.31,93.9,30.2,606.1,0.18,403.14
701,11389,3.01,15.27,62.22,0.28,38.59,16.36,28.62,13.74,8.53,0,21483,76.88,0.18,25.76,23.82,9.91,11.61,8900,6094,24450,0,5951,6171,24.2,21.4,41.9,9.57,57.57,24.98,14.4,22.65,11.74,12.02,26.31,14.01,3.51,73.62,81.26,75.79,39.94,52.4,3.51,6.47,17.51,24.29,34.86,0.72,68.07,6.47,11.2,3,3.04,2.96,57.73,14.22,60.27,2,1045,78.39,9.76,49.76,1959,19.83,1.51,35800,21800,259,103,25,18.4,14,11.15,67.55,47.24,85.93,94.67,11.9,959,0.14,592.34
703,15945,2.91,0.46,99.05,0.4,0.37,14.04,22.68,10.94,11.43,69.81,33219,78.64,0.94,54.61,29.17,3.73,19.78,13570,3824,0,14722,0,3976,3.75,7.78,17.69,5.87,60.26,20.25,24.88,12.97,29.2,4.17,23.49,5.74,3.22,90.78,99.22,90.33,49.27,63.46,0.71,0,0,0,0,0,97.39,0.49,3.43,2.91,2.95,2.5,92.24,0.67,21.65,3,154,97.27,1.95,63.64,1966,0.22,0.37,69900,41100,288,143,22,19.4,12.7,1.18,88.92,73.39,86.03,96.98,31.4,507.3,0.62,101.21
704,11768,2.83,0.31,96.46,3.2,0.67,14.27,22.89,12.33,13.59,100,60925,75.13,0.63,69.88,29.06,2.54,15.96,29971,4604,0,18662,0,8131,2.33,2.44,8.97,2.72,61.62,12.5,33.17,5.16,45.76,2.94,26.63,4.8,3.19,91.05,98.36,90.79,56.41,61.54,0.2,7.03,9.24,11.65,15.59,0.62,88.61,1.47,4.24,2.83,2.98,1.71,92.86,0.67,14.9,4,89,97.9,0,22.47,1964,0.19,0.12,220600,96500,412,216,27.6,19.1,11.8,8.83,77.78,74.33,81.71,96.01,7.5,1561.2,5.31,83.56
705,28880,2.71,1.06,96.63,1.81,1.04,11.14,19.25,9.09,17.05,90.75,41450,77.48,1.44,64.29,29.92,2.79,19.62,19703,11252,10654,13279,7150,9682,2.42,7.27,17.21,2.34,62.04,24.13,26.49,11.39,35.92,5.69,20.84,7.68,2.97,86.51,93.27,86.04,56.35,68.51,0.75,7.65,11.53,27.76,32.96,0.26,93.05,0.68,2.75,2.55,2.7,2.14,77.84,0.7,26.11,3,353,96.79,0,32.58,1966,0.47,0.17,112900,70400,487,203,22.2,20.7,11.7,3.39,72.61,56.23,82.27,89.2,24.9,1162.1,1.29,125.96
